order,tier,requested_artist,requested_track,requested_version,requested_year,spotify_uri,spotify_url,spotify_artist,spotify_title,spotify_album,spotify_release_date,spotify_duration_ms,spotify_isrc,market,is_playable,linked_from_uri,version_verdict,evidence_note,checked_at
F25,fringe,CRRDR,Rompe Rodillas,original version,2022,spotify:track:6fRe8rMImVmGlBzBklglB6,https://open.spotify.com/track/6fRe8rMImVmGlBzBklglB6,CRRDR,Rompe Rodillas,Rompe Rodillas,2022-02-04,473600,QZ5AB2211821,US,true,,accepted,Reviewed candidate selected: Exact artist/title match on the 2022 original single.,2026-08-19T02:06:01Z
F26,fringe,Wayne Smith,Under Mi Sleng Teng,original version,1985,spotify:track:6SGoxcaJ2HoEZcXPNqUPen,https://open.spotify.com/track/6SGoxcaJ2HoEZcXPNqUPen,Wayne Smith,Under Mi Sleng Teng,King Jammy's: Selector's Choice Vol. 1,2007-01-09,199560,USVPR0510572,US,true,,accepted,Reviewed candidate selected: Full original Under Mi Sleng Teng recording and stable archival ISRC agree.,2026-08-19T02:09:48Z
F27,fringe,DJ Assault,Sex on the Beach,original version,1996,spotify:track:4erJBoqNtQtSgwTmnSGY7A,https://open.spotify.com/track/4erJBoqNtQtSgwTmnSGY7A,DJ Assault,Sex On The Beach,Greatest Hits Vol. 1,2011-10-30,218672,USJ6F1100065,US,true,,accepted,Reviewed candidate selected: Full DJ Assault recording; exact artist/title match and requested original entity agree.,2026-08-19T02:10:36Z
F28,fringe,Katey Red,Melpomene Block Party,original / archival version,1999,spotify:track:4TOqdHhUdvSIjSjvUyOtuc,https://open.spotify.com/track/4TOqdHhUdvSIjSjvUyOtuc,Katey Red,Melpomeme Block Party (Punk Under Pressure),Take Fo' Superstars: Party at the Luau,2000-07-04,519916,QZF9N1800136,US,true,,accepted,Reviewed candidate selected: Playable 8:39 archival 2000 recording; Spotify preserves the catalog typo Melpomeme and subtitle Punk Under Pressure.,2026-08-19T02:15:33Z
F29,fringe,DJ Tameil,Dat Butt,original EP version,2001–2002,,,,,,,,,,,,unavailable,Requested version unavailable: No playable Spotify entity matching DJ Tameil's requested original EP recording was found.,2026-08-19T02:16:00Z
F30,fringe,DJ Mujava,Township Funk,Warp version,2008,spotify:track:0EN8KF256ZGQOctxVVwA20,https://open.spotify.com/track/0EN8KF256ZGQOctxVVwA20,Dj Mujava,Township Funk,Township Funk,2008-08-11,349480,GBBPW0800066,US,true,,accepted,Reviewed candidate selected: Original 2008 Warp single entity; excludes the Mark Pritchard and other remixes.,2026-08-19T02:06:01Z
F31,fringe,DJ Marfox,Eu Sei Quem Sou,original version,2011,spotify:track:0gq3ddBFrsgldbi0T3rtFT,https://open.spotify.com/track/0gq3ddBFrsgldbi0T3rtFT,DJ Marfox,Eu Sei Quem Sou,Eu Sei Quem Sou,2011-11-30,273900,GBQLP1100411,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:48Z
F32,fringe,Chancha Via Circuito,Ilaló,album version,2018,spotify:track:36MwyyD3Bf7RHlq1zqmfMr,https://open.spotify.com/track/36MwyyD3Bf7RHlq1zqmfMr,"Chancha Via Circuito, Mateo Kingman",Ilaló,Bienaventuranza,2018-06-08,300721,USCCW1610778,US,true,,accepted,Reviewed candidate selected: Wonderwheel 2018 album metadata and five-minute album track agree.,2026-08-19T02:06:02Z
F33,fringe,Coco Em,Kilumi,album version,2022,spotify:track:4tQIba8802mGfRm1H2L6eM,https://open.spotify.com/track/4tQIba8802mGfRm1H2L6eM,"Coco Em, Ndunge Wa Kalele",Kilumi,Kilumi,2022-04-21,156000,FRT092100231,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:48Z
F34,fringe,33EMYBW,Arthropods Continent,album version,2019,spotify:track:1u4o3cuSkV8FJPfM9pZFn8,https://open.spotify.com/track/1u4o3cuSkV8FJPfM9pZFn8,"33EMYBW, Li Jianhong",Arthropods Continent,Arthropods,2019-10-11,455727,GBHLW1902978,US,true,,accepted,"Reviewed candidate selected: 2019 Arthropods album title, artist credit, and 7:36 duration agree.",2026-08-19T02:06:02Z
F35,fringe,DJ Haram,No Idol,original version,2019,spotify:track:361HOLAyt7t5wMcnSqTrXl,https://open.spotify.com/track/361HOLAyt7t5wMcnSqTrXl,DJ Haram,No Idol,Grace EP,2019-07-05,216000,GBLZC1900073,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:48Z
F36,fringe,DJ Love (Sherwin Tuna),Budots 2 Bomb,Budots World (Reloaded) version,2024,spotify:track:5bEjRgml8ZJeDE2nCqvTJ4,https://open.spotify.com/track/5bEjRgml8ZJeDE2nCqvTJ4,DJ Love (Sherwin Tuna),Budots 2 Bomb,Budots World (Reloaded),2024-08-07,195365,DGA072468134,US,true,,accepted,Reviewed candidate selected: Exact Budots World Reloaded title and 2024 album metadata agree.,2026-08-19T02:06:02Z
F37,fringe,El General,Tu Pun Pun,original recording,1990,spotify:track:5MIWYWguyDnxBlCQT9V4Kt,https://open.spotify.com/track/5MIWYWguyDnxBlCQT9V4Kt,El General,Tu Pun Pun,Estas Buena,1991-07-15,212933,USJE61001649,US,true,,accepted,Reviewed candidate selected: Original Estas Buena recording and stable ISRC; later compilation duplicate excluded.,2026-08-19T02:10:36Z
F38,fringe,Daddy Yankee,Gasolina,album version,2004,spotify:track:5YoITs1m0q8UOQ4AW7N5ga,https://open.spotify.com/track/5YoITs1m0q8UOQ4AW7N5ga,Daddy Yankee,Gasolina,Barrio Fino (Bonus Track Version),2004-07-13,192600,QM6N21759342,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:48Z
F39,fringe,DJ Hazard & D*Minds,Mr Happy,original mix,2007,spotify:track:2vg5YDfcWlj4eK6wPPeCyu,https://open.spotify.com/track/2vg5YDfcWlj4eK6wPPeCyu,"DJ Hazard, D*Minds",Mr Happy,,,358732,,,true,,exact,Playable candidate duration agrees with the 5:58 original mix and credited artists.,2026-08-18T07:45:00-04:00
F40,fringe,Benny L,Low Blow,original version,2017,spotify:track:2u5KM7aEny1gdewqSy4zMD,https://open.spotify.com/track/2u5KM7aEny1gdewqSy4zMD,Benny L,Low Blow,Route Zero - EP,2017-10-06,293485,GBBHF1320042,US,true,,accepted,"Reviewed candidate selected: Reviewed artist, title, requested version, release context, duration, ISRC, and recorded alternatives agree.",2026-08-19T02:08:49Z
F41,fringe,Gray,Told You (Soundboy),original version,2025,spotify:track:6MKW5vwfK2rS9T38paeI4x,https://open.spotify.com/track/6MKW5vwfK2rS9T38paeI4x,Gray,Told You (Soundboy),,,178971,,,true,,exact,Playable exact-title artist match returned by authenticated Spotify search.,2026-08-18T07:45:00-04:00
F42,fringe,INFEKT,Orgalorg,original version,2016,spotify:track:63WVUdcOb0JTwGELasGI1n,https://open.spotify.com/track/63WVUdcOb0JTwGELasGI1n,INFEKT,Orgalorg,,,305147,,,true,,exact,Playable original entity distinguished from Orgalorg VIP and Orgalorg 2021.,2026-08-18T07:45:00-04:00
F43,fringe,MARAUDA,Casket,VIP,2019,spotify:track:2yCo1OjpZARjOSfHaistBa,https://open.spotify.com/track/2yCo1OjpZARjOSfHaistBa,MARAUDA,Casket - VIP,,,150000,,,true,,exact,Playable entity explicitly titled Casket - VIP.,2026-08-18T07:45:00-04:00
F44,fringe,Hamdi,Skanka,DUPLOC version,2022,spotify:track:0vIWAmpjLwCC4DVJxAjRZW,https://open.spotify.com/track/0vIWAmpjLwCC4DVJxAjRZW,Hamdi,Skanka,Skanka,2022-05-11,221121,GB8KE2204202,US,true,,accepted,Reviewed candidate selected: 2022 DUPLOC Skanka entity and 3:41 duration agree; VIP and vocal dub excluded.,2026-08-19T02:09:48Z
