position,block_id,release_year,artist,title,intended_version,scene_or_country,route_tags,primary_teaching_job,selection_status,metadata_status,metadata_source_url,soundcloud_status,soundcloud_url,soundcloud_id,soundcloud_uploader,soundcloud_duration_ms,soundcloud_access,resolution_note,guide_anchor,notes
119,HH07,1996,Invisibl Skratch Piklz,Invasion of the Octopus People,original version,Bay Area,turntablism; DJ; experimental,Turntablism as foreground group composition,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/295ab76c-6e6b-4ba7-9281-233d84391f4d,resolved_exact,https://soundcloud.com/invisiblskratchpiklz/invasion-of-the-octopus-people,758242822,Invisibl Skratch Piklz,254642,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-119,Exact release metadata verify
120,HH07,1998,DMX,Ruff Ryders' Anthem,original It's Dark and Hell Is Hot album version,Yonkers / New York,hardcore; Swizz-Beatz; crowd-command,Austere synthesizer anthem and late-1990s street-rap intensity,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/028434cd-6f5f-4781-acc5-0c62d69249dc,resolved_exact,https://soundcloud.com/dmx-music/ruff-ryders-anthem,259102835,DMX,214880,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-120,Album master verify
121,HH07,1998,Outkast,Rosa Parks,original Aquemini album version,Atlanta,Southern; live-instruments; form,Sectional arrangement harmonica and Atlanta expansion,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/36a71e33-e626-4233-9e6b-50585b91296b,resolved_exact,https://soundcloud.com/outkast-music/rosa-parks-2,253851166,Outkast,324415,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-121,Canonical
122,HH07,1998,Juvenile,Ha,original 400 Degreez album version,New Orleans,Cash-Money; Mannie-Fresh; flow,Second-person repetition and New Orleans producer system,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/062e3ca3-1807-4bea-97f6-08afcf1ef10f,resolved_exact,https://soundcloud.com/juvenileofficial/ha-album-version-explicit,256029567,Juvenile,292415,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-122,Canonical
123,HH07,1997,Master P featuring Fiend Mia X Mystikal and Silkk the Shocker,Make 'Em Say Uhh!,original Ghetto D album version,New Orleans,No-Limit; independent-business; posse-cut,No Limit's regional business system and roster-centered anthem,selected_main_route,verified_soundcloud_catalog,https://soundcloud.com/master-p-official/make-em-say-ugh-2005-digital,resolved_exact,https://soundcloud.com/master-p-official/make-em-say-ugh-2005-digital,253613694,Master p,306391,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-123,Full feature credits and punctuation verify
124,HH07,1997,IAM,Demain c'est loin,original L'École du micro d'argent album version,Marseille / France,French-rap; long-form; social-reportage,Long-form social panorama without conventional chorus,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/f1e5c309-cbf9-41a1-841f-9b166ed01176,resolved_exact,https://soundcloud.com/iam-74571/demain-cest-loin,254897783,IAM,540500,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-124,Connoisseur anchor
125,HH07,1997,Control Machete,¿Comprendes Mendes?,original Mucho Barato version,Monterrey / Mexico,Mexican-rap; Spanish-language; rock-exchange,Northern Mexican scene identity and Spanish-language rhythmic force,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/27d6059e-3ece-4cb7-ae99-008525c0e0d3,resolved_exact,https://soundcloud.com/control-machete/comprendes-mendes-album,252405344,Control Machete,215301,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-125,Punctuation and version verify
126,HH07,1997,Racionais MC's,Diário de um Detento,original Sobrevivendo no Inferno version,São Paulo / Brazil,Brazilian-rap; prison; political,Carandiru prison narrative and collective memory,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/dbc666ac-c002-41c9-ad55-be873427ab63,resolved_exact_unofficial,https://soundcloud.com/racionais-mcs-todasmusicas/racionais-mcs-diario-de-um-detento,262842670,Racionais MC's,451071,open_or_monetized,Full-length album recording; shorter and live versions were rejected.,track-126,Context and translation notes required
127,HH07,1999,Roots Manuva,Juggle Tings Proper,original Brand New Second Hand version,London / United Kingdom,UK-rap; Caribbean-British; bass,Distinct British voice and bass-heavy production,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/c4035931-de17-4efe-8911-996912cbeee1,resolved_exact,https://soundcloud.com/roots-manuva/juggle-tings-proper,689935549,Roots Manuva,305868,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-127,Verify version
128,HH07,1997,Positive Black Soul,"New York, Paris, Dakar",original version,Dakar / Senegal,Senegalese-rap; transatlantic; bilingual,Explicit two-city global circuit and local identity,selected_main_route,verified_soundcloud_catalog,https://soundcloud.com/positiveblacksoulofficial/new-york-paris-dakar,resolved_exact,https://soundcloud.com/positiveblacksoulofficial/new-york-paris-dakar,1290881746,Positive Black Soul,266971,open_or_monetized,Artist-catalog title corrects the provisional manifest's shortened title.,track-128,Exact release and language metadata verify
129,HH08,2001,Jay-Z,U Don't Know,original The Blueprint album version,New York,Just-Blaze; soul-sampling; persona,Just Blaze maximal soul production and command,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/bd8fb145-3998-4ff3-965e-f82fbe6d4782,resolved_exact,https://soundcloud.com/jay-z-official/u-dont-know-2,465254655,JAŸ-Z,199471,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-129,Canonical
130,HH08,2002,Clipse,Grindin',original Lord Willin' album version,Virginia,Neptunes; minimal; street,Percussion-only negative space and Tidewater producer power,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/8808c20c-100d-49e8-ad7a-f9a1992ffbe7,resolved_exact,https://soundcloud.com/clipse-official/grindin-main,252807874,Clipse,264803,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-130,Canonical
131,HH08,2002,Missy Elliott,Work It,original Under Construction album version,Virginia,women; Timbaland; reverse-vocal; pop,Dense vocal production humor and formal play,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/1983d92a-e381-4d88-991d-651f162bbbee,resolved_exact,https://soundcloud.com/missyelliott/work-it,255814590,Missy Elliott,292963,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-131,Canonical
132,HH08,2002,Lil Jon & the East Side Boyz featuring Ying Yang Twins,Get Low,original Kings of Crunk album version,Atlanta,crunk; crowd-command; dance,Crunk arrangement and collective physical instruction,selected_main_route,verified_soundcloud_catalog,https://soundcloud.com/lil_jon/get-low,resolved_exact,https://soundcloud.com/lil_jon/get-low,318930349,LIL JON,334162,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-132,Explicit; verify feature spelling
133,HH08,2003,T.I.,24's,original Trap Muzik album version,Atlanta,trap; persona; Southern,Trap as album identity before later standardization,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/dfb49440-34b9-4d54-8284-86ce6b8fe7c8,resolved_exact,https://soundcloud.com/tiofficial/24s-1,256066652,T.I.,261538,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-133,Verify single/album master
134,HH08,2005,Young Jeezy featuring Jay-Z,Go Crazy,preferred album version without later remix unless justified,Atlanta,trap; Shawty-Redd; anthem,Trap grandeur and producer signature,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/a186ae14-b36d-4b6b-89ac-136283657f10,resolved_exact,https://soundcloud.com/youngjeezy/go-crazy,255856132,Jeezy,199471,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-134,Version decision required
135,HH08,2005,Gucci Mane,Trap House,original album version,Atlanta,trap; mixtape-ecosystem; persona,Eccentric diction and a durable independent trap lineage,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/d2ec3a2c-1b98-40ac-8448-5d2724238da3,resolved_exact,https://soundcloud.com/flameemojimusic/trap-house-3,1388937898,Gucci Mane,259500,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-135,Verify original Big Cat master
136,HH08,2005,Lil Wayne,Tha Mobb,original Tha Carter II album version,New Orleans,mixtape-era; lyrical; Southern,Mixtape-honed associative flow over album production,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/c863c7d0-2806-4249-8c2c-a2e41c19785a,resolved_exact,https://soundcloud.com/lilwayne/tha-mobb-album-version,252944836,Lil Wayne,320575,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-136,Canonical deep cut
137,HH08,2002,Cam'ron,I Really Mean It,original Come Home with Me album version,Harlem / New York,Dipset; Heatmakerz; soul-sampling,Stylized language and maximal pitched-soul production,selected_main_route,metadata_source_incomplete,https://musicbrainz.org/ws/2/recording/?query=recording%3A%22I+Really+Mean+It%22+AND+artist%3A%22Cam%27ron%22&fmt=json&limit=8,unavailable_exact,,,,,,"The artist-catalog result is the edited album version, not the intended explicit album master.",track-137,Verify version
138,HH08,2002,Jean Grae,Hater's Anthem,original Attack of the Attacking Things version,New York / South Africa diaspora,women; independent; lyrical,Independent woman MC formal skill and diasporic biography,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/f6a42805-2deb-4abb-97e5-517d89a4b02b,resolved_exact,https://soundcloud.com/jeangraeofficial/haters-anthem,398395842,Jean Grae,313704,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-138,Version verify
139,HH08,2003,50 Cent,Many Men (Wish Death),original Get Rich or Die Tryin' album version,Queens / New York,mixtape-to-mainstream; narrative,Mixtape credibility converted into cinematic album narrative,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/d0c086e4-da1e-4cfe-a9f4-b538a09ec40d,resolved_exact,https://soundcloud.com/50_cent/many-men-wish-death,255894174,50 Cent,256287,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-139,Canonical
140,HH08,2004,Kanye West,Jesus Walks,original The College Dropout album version,Chicago,gospel; producer-MC; message,Sacred address inside mainstream drum programming,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/3503de11-fefe-489c-81ac-ef7c9b7ab282,resolved_exact,https://soundcloud.com/kanyewest/jesus-walks-album-version-1,255766408,Kanye West,200333,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-140,Canonical
141,HH08,2002,Tego Calderón,Pa' Que Retozen,original El Abayarde version,Puerto Rico,Puerto-Rican-rap; reggaeton-neighbor; dance,Afro-Puerto Rican voice at the rap-reggaeton boundary,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/e536e3d9-4414-40cb-bf64-7e167adc694d,resolved_exact,https://soundcloud.com/tegocalderonmusic/pa-que-retozen,188334061,Tego Calderon,145671,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-141,Do not collapse reggaeton into rap; exact master verify
142,HH08,2004,Madvillain,Accordion,original Madvillainy album version,Los Angeles / New York,abstract; producer-MC; concise,Compressed form eccentric sample and oblique writing,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/8943ece1-0763-4a9d-8414-ab4f58c40d1b,resolved_exact,https://soundcloud.com/madvillain-official/accordian,291506845,Madvillain,118883,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-142,Connoisseur anchor
143,HH08,2006,J Dilla,Time: The Donut of the Heart,original Donuts album version,Detroit,instrumental; beat-tape; sampling,Micro-composition and producer listening,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/567671b0-53f8-4314-91bc-fae87cd0197b,resolved_exact,https://soundcloud.com/jdilla/time-the-donut-of-the-heart,291523036,J Dilla,98720,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-143,Verify title punctuation
144,HH08,2005,Little Brother,Lovin' It,original The Minstrel Show album version,North Carolina,independent; 9th-Wonder; critique,Regional independent craft and media critique,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/4ea2e58f-afa3-4d39-8ace-1b98845f12cd,resolved_exact,https://soundcloud.com/littlebrotherofficial/little-brother-lovin-it-feat,231886926,Little Brother,231758,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-144,Deep-route choice
145,HH08,2003,M.I.A.,Galang,original single version,London / Sri Lankan diaspora,global; electronic; political,Diasporic authorship between rap dancehall and electronic production,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/f5f75ffa-c897-4c86-a4ac-405d7145b848,resolved_exact,https://soundcloud.com/miauk/galang-1,256160515,MIA,213629,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-145,Boundary track; exact 2003/2004 issue verify
146,HH08,2003,Dizzee Rascal,I Luv U,original Boy in da Corner album version,London / United Kingdom,grime; MC; electronic,Grime as a neighboring Black British MC form with distinct grammar,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/f9caf3bd-2400-48c5-995b-8f6033184a3c,resolved_exact,https://soundcloud.com/dizzee-rascal/i-luv-u,266056620,Dizzee Rascal,245107,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-146,Do not relabel grime as rap subgenre
147,HH08,2001,The Streets,Has It Come to This?,original single or Original Pirate Material version,Birmingham / London,UK-rap; garage-neighbor; narrative,British conversational voice over garage-derived production,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/1a6eae1a-7627-482f-b0da-274af6acaaa1,resolved_exact,https://soundcloud.com/the-streets/has-it-come-to-this,255845970,The Streets,243196,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-147,Version verify
148,HH08,2004,TTC,Dans le club,original Bâtards sensibles version,France,French-rap; electronic; club,French experimental club-facing rap,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/4122c34c-de76-4d4f-a528-e169d259b01c,resolved_exact,https://soundcloud.com/ttcofficial/dans-le-club,302291376,TTC,237422,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-148,Exact version verify
149,HH08,2005,K'naan,What's Hardcore?,original The Dusty Foot Philosopher version,Somalia / Canada,diaspora; political; global,Challenges US gangsta authenticity through Somali experience,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/6c50a812-c862-4a5c-8ee3-4ca3833f996b,resolved_exact,https://soundcloud.com/knaan-official/whats-hardcore-1,591869820,K'NAAN,171770,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-149,Contextualize comparative violence carefully
150,HH08,2003,Daara J,Exodus,original Boomerang album version,Dakar / Senegal,Senegalese-rap; Wolof/French; global,Senegalese multilingual scene and outward circulation,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/f250639a-88a0-4405-bb78-d13c5f1c80b5,unavailable_exact,,,,,,The apparent result is a different Napoleon recording featuring Daara J; no exact Boomerang album track was accepted.,track-150,Release/version verify
151,HH09,2008,Lil Wayne,A Milli,original Tha Carter III album version,New Orleans,mixtape-era; flow; Bangladesh,Sustained single-loop virtuosity at mainstream scale,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/0fbf43cf-1482-4177-b44e-7442390930a4,resolved_exact,https://soundcloud.com/lilwayne/a-milli-album-version-explicit,252944918,Lil Wayne,221806,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-151,Canonical
152,HH09,2008,Kanye West,Say You Will,original 808s & Heartbreak album version,Chicago,Auto-Tune; minimal; album-form,Vocal processing emptiness and pop-rap emotional form,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/03bd74d1-e7f9-471f-a2b0-f18fd35a4a68,resolved_exact,https://soundcloud.com/kanyewest/say-you-will-album-version,271224579,Kanye West,377626,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-152,Not a conventional rap performance
153,HH09,2007,T-Pain featuring Yung Joc,Buy U a Drank (Shawty Snappin'),original Epiphany album version,Florida,Auto-Tune; melody; snap,Auto-Tune as authored instrument rather than correction,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/cfeec1b1-dfc7-4262-9466-0af0e4790bed,resolved_exact,https://soundcloud.com/t-pain/buy-u-a-drank-shawty-snappin,257063740,T-Pain,227997,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-153,Canonical technology exhibit
154,HH09,2008,Kid Cudi,Day 'N' Nite,original A Kid Named Cudi mixtape version to compare with album,Cleveland / New York,blog-rap; melody; interiority,Blog circulation and melodic interior voice,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/efa550e0-43dd-457b-adea-a7c83ff627e6,resolved_exact,https://soundcloud.com/cudderland/kid-cudi-day-n-nite,1301660344,Kid Cudi,168046,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-154,Version decision is pedagogically important
155,HH09,2010,Drake,9AM in Dallas,original download/single version,Toronto / Canada,blog-era; lyrical; internet,Internet-era loosie and Toronto center formation,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/2c45c733-8533-4f7f-a77e-33104059f4f9,resolved_exact,https://soundcloud.com/harddrake/9am-in-dallas-1,543300288,HardDrake,167669,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-155,Official upload provenance needed
156,HH09,2010,Waka Flocka Flame,Hard in da Paint,original Flockaveli album version,Atlanta,Lex-Luger; trap; maximal,Trap orchestration and shouted physical force,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/15c63f38-5f37-4383-bfbe-b3c76b2b88f8,resolved_exact,https://soundcloud.com/wakaflockaflame/hard-in-da-paint,216539782,Waka Flocka Flame,246413,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-156,Canonical
157,HH09,2009,Nicki Minaj,Itty Bitty Piggy,original Beam Me Up Scotty mixtape version,Queens / New York,women; mixtape; battle,Mixtape persona multiplication and verbal attack,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/bfe7bf30-6385-4619-8fac-34e61aacd7ea,resolved_exact,https://soundcloud.com/nickiminaj/nicki-minaj-itty-bitty-piggy,1048549195,Nicki Minaj,246779,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-157,Do not substitute later remaster silently
158,HH09,2007,Lupe Fiasco,Dumb It Down,original The Cool album version,Chicago,lyrical; meta-critique; message,Argument about audience industry and lyrical complexity,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/2176899c-5658-433e-93fa-95b59749e3a3,resolved_exact,https://soundcloud.com/lupefiasco/dumb-it-down-feat-gemstones-3,1203456646,LupeFiasco,243775,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-158,Potential Tom route
159,HH09,2007,Blu & Exile,Dancing in the Rain,original Below the Heavens album version,Los Angeles,independent; introspective; producer-MC,Independent lyrical album craft beneath commercial surface,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/e99161a1-9f90-491e-8592-499312745fa4,resolved_exact,https://soundcloud.com/blu-official/dancing-in-the-rain,1431127366,Blu-Official,267860,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-159,Connoisseur anchor
160,HH09,2009,Rye Rye featuring M.I.A.,Bang,original single version,Baltimore,women; Baltimore-club; dance; rap,Baltimore club-rap exchange and teenage woman performance,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/16258751-346f-414f-b775-ad51fd8ff85a,resolved_exact,https://soundcloud.com/rye-rye-official/bang-1,253560611,Rye Rye,212611,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-160,Version and feature credit verify
161,HH09,2010,Lil B,Wonton Soup,original internet release,Bay Area,cloud-precursor; internet; persona,Abundance altered persona and anti-gatekeeping circulation,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/eba9bcde-c494-4109-a1c8-443303f321b3,resolved_exact_unofficial,https://soundcloud.com/lilblovesthebasedgod/wonton-soup,683430446,LilBTheBasedGod,339257,open_or_monetized,"Title, artist evidence, and duration match; uploader provenance is not artist-controlled.",track-161,Exact original upload provenance difficult
162,HH09,2007,Giggs,Talkin da Hardest,original freestyle/mixtape version,London / United Kingdom,road-rap; UK-rap; street,British road-rap cadence and independent circulation,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/dd022f9b-baf6-4d38-b05a-ad0591121c87,resolved_exact,https://soundcloud.com/giggs-official/talkin-da-hardest,2069856984,Giggs,158041,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-162,Version/source audit required
163,HH09,2010,Ana Tijoux,1977,original 1977 album version,Chile,women; Chilean-rap; Spanish-language; autobiography,Chilean autobiographical rap and transnational return narrative,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/4e259ac3-e60b-447c-b3d4-297b28003800,resolved_exact,https://soundcloud.com/ana-tijoux-official/1977-1,253357383,Ana Tijoux,202031,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-163,Translation and exact issue verify
164,HH09,2008,Ben Sharpa,Hegemony,original B. Sharpa album version,Cape Town / South Africa,African-hip-hop; electronic; political,South African political abstraction over severe electronics,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/907dc12c-e8d1-4828-bc0e-0a399c955022,resolved_exact,https://soundcloud.com/bensharpa-music/hegemony,2234448494,Ben Sharpa,252055,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-164,Release/source verify
165,HH09,2010,Shadia Mansour featuring M-1,Al Kufiyyeh 3Arabeyyeh,original version,Palestine / United Kingdom,Arabic-rap; diaspora; political,Arabic flow diaspora and Palestinian political symbol,selected_main_route,metadata_source_incomplete,https://musicbrainz.org/ws/2/recording/?query=recording%3A%22Al+Kufiyyeh+3Arabeyyeh%22+AND+artist%3A%22Shadia+Mansour%22&fmt=json&limit=8,resolved_exact_unofficial,https://soundcloud.com/33rpmvoices/shadia-mansour-al-kufiyyeh,110241301,33rpmvoices,259498,open_or_monetized,Title and duration match the original recording; uploader is not artist-controlled.,track-165,Transliteration/version verification required
166,HH09,2008,Emicida,Triunfo,original mixtape/single version,São Paulo / Brazil,Brazilian-rap; battle; independent,Battle circuit and independent Brazilian breakthrough,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/c2b75c9d-ea2b-4d16-aa79-5bc80365bfd3,resolved_exact,https://soundcloud.com/emicida-official/triunfo-1,1253971990,Emicida,151197,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-166,Original release provenance required
167,HH10,2012,Chief Keef featuring Lil Reese,I Don't Like,original Back from the Dead version,Chicago,Chicago-drill; internet; youth,Drill minimalism repetition and decentralized breakthrough,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/12c0fca8-4b35-4a80-a350-d0697fed6287,resolved_exact,https://soundcloud.com/chiefkeef/i-dont-like-explicit-version,271224922,ChiefKeef,293878,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-167,Do not default to Kanye remix
168,HH10,2012,Angel Haze,Werkin' Girls,original Reservation mixtape version,Detroit / New York,women; queer; battle; mixtape,Queer woman technical aggression and mixtape-era internet circulation,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/c67dd516-23ef-42e9-a1f1-f72e112f1694,resolved_exact,https://soundcloud.com/angxlhxze/werkin-girls-1,256197198,Angel Haze,189571,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-168,Original mixtape master and artist context
169,HH10,2014,Future,Codeine Crazy,original Monster mixtape version,Atlanta,trap; Auto-Tune; interiority,Melodic trap grief intoxication and long-form escalation,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/4e795479-3483-4c9e-8090-734ceea61c38,resolved_exact,https://soundcloud.com/futureisnow/codeine-crazy,185913096,Future,346958,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-169,Exact mixtape version
170,HH10,2014,Rich Gang featuring Young Thug and Rich Homie Quan,Lifestyle,original single version,Atlanta,melodic-trap; vocal-timbre; producer,Voice as elastic timbre and post-lexical hook,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/d1d2db47-bfb9-4e1b-98a1-e6b85bee3eb8,resolved_exact,https://soundcloud.com/rich-gang-official/lifestyle-1,252548184,Rich Gang,269740,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-170,Credit exact featured artists
171,HH10,2014,Migos,Fight Night,original No Label 2 mixtape version,Atlanta,triplet-flow; trap; trio,Interlocking trio rhythm beyond reductive triplet label,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/acef03f0-5cb2-4856-90cf-8fa34624a088,resolved_exact,https://soundcloud.com/migosatl/migos-fight-night,136874746,Migos,216294,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-171,Mixtape master preferred
172,HH10,2012,Kendrick Lamar,"Sing About Me, I'm Dying of Thirst",original good kid m.A.A.d city album version,Compton / California,narrative; concept-album; message,Multiple narrated voices moral argument and album-scale form,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/f0fc2708-edfa-431c-80bd-305796cc5a48,resolved_exact,https://soundcloud.com/kendrick-lamar-music/sing-about-me-im-dying-of,252602454,Kendrick Lamar,723710,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-172,Long-form anchor
173,HH10,2014,Run the Jewels featuring Zack de la Rocha,Close Your Eyes (And Count to F***),original RTJ2 version,United States,political; industrial; duo,Physical production and adversarial political exchange,selected_main_route,verified_soundcloud_catalog,https://soundcloud.com/runthejewels/close-your-eyes-and-count-to,resolved_exact,https://soundcloud.com/runthejewels/close-your-eyes-and-count-to,257948122,Run The Jewels,234187,open_or_monetized,Artist-catalog RTJ2 recording; a later live performance was rejected.,track-173,Explicit title preserved
174,HH10,2012,Death Grips,Get Got,original The Money Store album version,Sacramento / California,industrial; experimental; punk-exchange,Compressed vocal percussion noise and genre collision,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/2c6afd59-957e-4f43-b05b-ee4bf1f9ad2f,resolved_exact,https://soundcloud.com/deathgrips/get-got,263260577,deathgrips,171952,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-174,Boundary route
175,HH10,2016,Danny Brown,Ain't It Funny,original Atrocity Exhibition version,Detroit,experimental; narrative; post-punk-sample,Addiction narrative inside deliberately destabilizing production,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/36ced781-193d-42d8-b7fc-4738739ac6f1,resolved_exact,https://soundcloud.com/danny-brown-official/aint-it-funny,277657702,Danny Brown,177058,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-175,Potentially strong Tom challenge
176,HH10,2015,Earl Sweatshirt,Grief,original I Don't Like Shit album version,Los Angeles,abstract; lo-fi; introspective,Depressive spatial production and fractured writing,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/bdf84d95-ff70-44ed-bae4-b5fea3f6503c,resolved_exact,https://soundcloud.com/earlxsweatshirtmusic/grief,257061953,Earl Sweatshirt,250671,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-176,Compare to earlier internet persona
